"Loss" "ALAE"
190501.76 178018.63
195033.11 46135.11
197103.14 276.08
203681.78 7890.45
199727.76 20384.47
199667.58 23425.09
200796.46 27533.36
199061.77 61426.39
203342.65 66515.67
202182.53 32498.54
211888.06 25140.81
208243.41 7365.11
212851.23 65029.75
217698.45 37293.07
215755.91 42114.58
223558.33 6644.13
227081.49 12670.08
227753.66 44890.38
235158.79 38396.42
242822.35 41885.5
246380.77 63133.33
245682.04 5555.02
245950.69 23850.02
248828.47 55101.42
254954.08 28087.16
265076.35 11685.4
267634.79 10672.63
277705.58 3501.42
278513.25 12101.2
275457.36 16029.39
279200.97 30191.76
273274.13 304276.92
289446.06 21362.23
285008.01 22741.35
294343.54 308.64
296578.4 9905.51
296457.8 25628.97
303261.71 48059.2
304465.06 54477.6
303034.83 62835.09
296020.4 69524.33
321107.97 61038.01
321518.33 36951.69
343332.84 15178.91
360940.9 129407.53
363856.06 55708.44
376669.19 70598.42
376307.98 10330.95
369503.58 28766.59
385814.3 25836.25
419202.78 44525.36
440988.36 7323.28
443045.79 27729.39
442666.81 143562.61
459213.27 27192.46
474685.87 158396.34
478058.35 64405.44
484751.99 187783.4
495856.66 31564.36
501090.38 15329.23
491682.78 38281.52
505384.63 50150.78
499823.83 54101.31
506073.07 56474.52
490536.85 280743.95
501465.25 467286.65
754204.98 2899.2
844968.94 3711.91
859020.77 60262.46
987216.2 44570.17
1002859.59 134825.92
2145727.25 136778.46
